"","ST","STATE","OCC_TITLE","A_MEAN","Year","A_ADJ"
"84311","ID","Idaho","Computer and Mathematical Occupations",68330,2016,66811
"8432","ID","Idaho","Computer Systems Analysts",81270,2016,79464
"8434","ID","Idaho","Computer Programmers",70910,2016,69334
"8435","ID","Idaho","Software Developers, Applications",83870,2016,82006
"8436","ID","Idaho","Software Developers, Systems Software",95910,2016,93778
"8437","ID","Idaho","Web Developers",48900,2016,47813
"8438","ID","Idaho","Database Administrators",65940,2016,64474
"84391","ID","Idaho","Network and Computer Systems Administrators",64390,2016,62959
"84452","ID","Idaho","Operations Research Analysts",67980,2016,66469
"84462","ID","Idaho","Statisticians",82470,2016,80637
"8825","ID","Idaho","Data Entry Keyers",29820,2016,29157
"9043","IL","Illinois","Computer and Information Systems Managers",134760,2016,123439
"9044","IL","Illinois","Financial Managers",127710,2016,116981
"9069","IL","Illinois","Business and Financial Operations Occupations",73730,2016,67536
"9092","IL","Illinois","Financial Analysts",96350,2016,88256
"9093","IL","Illinois","Personal Financial Advisors",116110,2016,106356
"91011","IL","Illinois","Computer and Mathematical Occupations",85340,2016,78171
"9102","IL","Illinois","Computer and Information Research Scientists",103350,2016,94668
"9103","IL","Illinois","Computer Systems Analysts",89630,2016,82100
"9105","IL","Illinois","Computer Programmers",83350,2016,76348
"9106","IL","Illinois","Software Developers, Applications",97930,2016,89703
"9107","IL","Illinois","Software Developers, Systems Software",104310,2016,95547
"9108","IL","Illinois","Web Developers",74960,2016,68663
"91091","IL","Illinois","Database Administrators",88670,2016,81221
"91101","IL","Illinois","Network and Computer Systems Administrators",85300,2016,78134
"91171","IL","Illinois","Operations Research Analysts",87020,2016,79709
"91181","IL","Illinois","Statisticians",81430,2016,74589
"9560","IL","Illinois","Data Entry Keyers",32640,2016,29898
"9568","IL","Illinois","Statistical Assistants",49250,2016,45113
"9847","IN","Indiana","Computer and Information Systems Managers",112440,2016,113214
"9848","IN","Indiana","Financial Managers",113150,2016,113929
"9872","IN","Indiana","Business and Financial Operations Occupations",62880,2016,63313
"9895","IN","Indiana","Financial Analysts",74530,2016,75043
"9896","IN","Indiana","Personal Financial Advisors",104710,2016,105431
"9904","IN","Indiana","Computer and Mathematical Occupations",70930,2016,71418
"9905","IN","Indiana","Computer and Information Research Scientists",100910,2016,101604
"9906","IN","Indiana","Computer Systems Analysts",76860,2016,77389
"9908","IN","Indiana","Computer Programmers",71540,2016,72032
"9909","IN","Indiana","Software Developers, Applications",82210,2016,82776
"9910","IN","Indiana","Software Developers, Systems Software",81090,2016,81648
"99111","IN","Indiana","Web Developers",59080,2016,59487
"99121","IN","Indiana","Database Administrators",74810,2016,75325
"99131","IN","Indiana","Network and Computer Systems Administrators",70950,2016,71438
"99191","IN","Indiana","Operations Research Analysts",69900,2016,70381
"99201","IN","Indiana","Statisticians",67400,2016,67864
"10343","IN","Indiana","Data Entry Keyers",27360,2016,27548
"10351","IN","Indiana","Statistical Assistants",38050,2016,38312
"10619","IA","Iowa","Computer and Information Systems Managers",120020,2016,121381
"10620","IA","Iowa","Financial Managers",110290,2016,111541
"10645","IA","Iowa","Business and Financial Operations Occupations",63610,2016,64331
"10667","IA","Iowa","Financial Analysts",78740,2016,79633
"106681","IA","Iowa","Personal Financial Advisors",95480,2016,96563
"10676","IA","Iowa","Computer and Mathematical Occupations",74630,2016,75476
"10677","IA","Iowa","Computer Systems Analysts",80430,2016,81342
"10679","IA","Iowa","Computer Programmers",69670,2016,70460
"10680","IA","Iowa","Software Developers, Applications",85950,2016,86925
"10681","IA","Iowa","Software Developers, Systems Software",89260,2016,90272
"10682","IA","Iowa","Web Developers",55580,2016,56210
"10683","IA","Iowa","Database Administrators",83350,2016,84295
"10684","IA","Iowa","Network and Computer Systems Administrators",70950,2016,71755
"10690","IA","Iowa","Operations Research Analysts",75850,2016,76710
"10691","IA","Iowa","Statisticians",68820,2016,69601
"11101","IA","Iowa","Data Entry Keyers",30430,2016,30775
"11109","IA","Iowa","Statistical Assistants",51240,2016,51821
"11360","KS","Kansas","Computer and Information Systems Managers",113740,2016,114903
"11361","KS","Kansas","Financial Managers",117600,2016,118802
"11384","KS","Kansas","Business and Financial Operations Occupations",67140,2016,67826
"11406","KS","Kansas","Financial Analysts",75290,2016,76060
"11407","KS","Kansas","Personal Financial Advisors",115870,2016,117055
"11414","KS","Kansas","Computer and Mathematical Occupations",72440,2016,73181
"11415","KS","Kansas","Computer and Information Research Scientists",94380,2016,95345
"11416","KS","Kansas","Computer Systems Analysts",77880,2016,78676
"11418","KS","Kansas","Computer Programmers",72120,2016,72857
"11419","KS","Kansas","Software Developers, Applications",85340,2016,86212
"11420","KS","Kansas","Software Developers, Systems Software",99250,2016,100265
"11421","KS","Kansas","Web Developers",58510,2016,59108
"11422","KS","Kansas","Database Administrators",81010,2016,81838
"11423","KS","Kansas","Network and Computer Systems Administrators",72440,2016,73181
"11429","KS","Kansas","Operations Research Analysts",73260,2016,74009
"11430","KS","Kansas","Statisticians",80300,2016,81121
"11824","KS","Kansas","Data Entry Keyers",31080,2016,31398
"11832","KS","Kansas","Statistical Assistants",44000,2016,44450
"12079","KY","Kentucky","Computer and Information Systems Managers",113300,2016,116784
"12080","KY","Kentucky","Financial Managers",107950,2016,111269
"12104","KY","Kentucky","Business and Financial Operations Occupations",60820,2016,62690
"12127","KY","Kentucky","Financial Analysts",74620,2016,76914
"12128","KY","Kentucky","Personal Financial Advisors",89830,2016,92592
"12136","KY","Kentucky","Computer and Mathematical Occupations",68820,2016,70936
"12137","KY","Kentucky","Computer Systems Analysts",74440,2016,76729
"12139","KY","Kentucky","Computer Programmers",72630,2016,74863
"12140","KY","Kentucky","Software Developers, Applications",79320,2016,81759
"12141","KY","Kentucky","Software Developers, Systems Software",85830,2016,88469
"12142","KY","Kentucky","Web Developers",57370,2016,59134
"121431","KY","Kentucky","Database Administrators",71380,2016,73575
"121441","KY","Kentucky","Network and Computer Systems Administrators",62850,2016,64782
"12149","KY","Kentucky","Operations Research Analysts",73290,2016,75543
"12150","KY","Kentucky","Statisticians",71340,2016,73534
"12554","KY","Kentucky","Data Entry Keyers",28010,2016,28871
"12562","KY","Kentucky","Statistical Assistants",50040,2016,51579
"12823","LA","Louisiana","Computer and Information Systems Managers",99460,2016,100255
"12824","LA","Louisiana","Financial Managers",101090,2016,101898
"12849","LA","Louisiana","Business and Financial Operations Occupations",60060,2016,60540
"12872","LA","Louisiana","Financial Analysts",84580,2016,85256
"12873","LA","Louisiana","Personal Financial Advisors",95150,2016,95911
"12881","LA","Louisiana","Computer and Mathematical Occupations",63260,2016,63766
"12882","LA","Louisiana","Computer and Information Research Scientists",84010,2016,84682
"12883","LA","Louisiana","Computer Systems Analysts",71510,2016,72082
"12885","LA","Louisiana","Computer Programmers",69130,2016,69683
"12886","LA","Louisiana","Software Developers, Applications",74000,2016,74592
"12887","LA","Louisiana","Software Developers, Systems Software",72270,2016,72848
"128881","LA","Louisiana","Web Developers",52620,2016,53041
"128891","LA","Louisiana","Database Administrators",89550,2016,90266
"12890","LA","Louisiana","Network and Computer Systems Administrators",64820,2016,65338
"128951","LA","Louisiana","Operations Research Analysts",47830,2016,48212
"12896","LA","Louisiana","Statisticians",72210,2016,72787
"13299","LA","Louisiana","Data Entry Keyers",30000,2016,30240
"13307","LA","Louisiana","Statistical Assistants",46440,2016,46811
"13562","ME","Maine","Computer and Information Systems Managers",115770,2016,107884
"13563","ME","Maine","Financial Managers",109080,2016,101649
"13586","ME","Maine","Business and Financial Operations Occupations",62750,2016,58475
"13608","ME","Maine","Financial Analysts",75510,2016,70366
"13609","ME","Maine","Personal Financial Advisors",142200,2016,132513
"13617","ME","Maine","Computer and Mathematical Occupations",72920,2016,67953
"13618","ME","Maine","Computer Systems Analysts",81220,2016,75687
"136201","ME","Maine","Computer Programmers",67840,2016,63219
"13621","ME","Maine","Software Developers, Applications",85440,2016,79620
"13622","ME","Maine","Software Developers, Systems Software",88460,2016,82434
"13623","ME","Maine","Web Developers",63950,2016,59594
"13624","ME","Maine","Database Administrators",70110,2016,65334
"13625","ME","Maine","Network and Computer Systems Administrators",68430,2016,63769
"13631","ME","Maine","Operations Research Analysts",72600,2016,67654
"13632","ME","Maine","Statisticians",102940,2016,95928
"13991","ME","Maine","Data Entry Keyers",30250,2016,28189
"13999","ME","Maine","Statistical Assistants",40610,2016,37844
"14210","MD","Maryland","Computer and Information Systems Managers",146240,2016,121854
"14211","MD","Maryland","Financial Managers",145080,2016,120888
"14234","MD","Maryland","Business and Financial Operations Occupations",80050,2016,66702
"14257","MD","Maryland","Financial Analysts",98110,2016,81750
"14258","MD","Maryland","Personal Financial Advisors",108940,2016,90774
"14266","MD","Maryland","Computer and Mathematical Occupations",96800,2016,80659
"14267","MD","Maryland","Computer and Information Research Scientists",113110,2016,94249
"14268","MD","Maryland","Computer Systems Analysts",95890,2016,79900
"142701","MD","Maryland","Computer Programmers",89550,2016,74618
"14271","MD","Maryland","Software Developers, Applications",103580,2016,86308
"14272","MD","Maryland","Software Developers, Systems Software",118090,2016,98398
"14273","MD","Maryland","Web Developers",66720,2016,55594
"14274","MD","Maryland","Database Administrators",87440,2016,72859
"14275","MD","Maryland","Network and Computer Systems Administrators",106000,2016,88325
"14282","MD","Maryland","Operations Research Analysts",93910,2016,78251
"14283","MD","Maryland","Statisticians",101300,2016,84408
"14710","MD","Maryland","Data Entry Keyers",34480,2016,28730
"14718","MD","Maryland","Statistical Assistants",44290,2016,36905
"14966","MA","Massachusetts","Computer and Information Systems Managers",151070,2016,129058
"14967","MA","Massachusetts","Financial Managers",138610,2016,118414
"14990","MA","Massachusetts","Business and Financial Operations Occupations",83500,2016,71334
"15013","MA","Massachusetts","Financial Analysts",96700,2016,82610
"15014","MA","Massachusetts","Personal Financial Advisors",102580,2016,87634
"15022","MA","Massachusetts","Computer and Mathematical Occupations",96860,2016,82747
"15023","MA","Massachusetts","Computer and Information Research Scientists",125870,2016,107530
"15024","MA","Massachusetts","Computer Systems Analysts",93990,2016,80295
"15026","MA","Massachusetts","Computer Programmers",95510,2016,81594
"15027","MA","Massachusetts","Software Developers, Applications",110410,2016,94323
"15028","MA","Massachusetts","Software Developers, Systems Software",114330,2016,97672
"15029","MA","Massachusetts","Web Developers",79040,2016,67524
"15030","MA","Massachusetts","Database Administrators",87790,2016,74999
"15031","MA","Massachusetts","Network and Computer Systems Administrators",89060,2016,76084
"15038","MA","Massachusetts","Operations Research Analysts",82170,2016,70197
"15039","MA","Massachusetts","Statisticians",85120,2016,72718
"15463","MA","Massachusetts","Data Entry Keyers",36760,2016,31404
"15471","MA","Massachusetts","Statistical Assistants",55950,2016,47798
"15730","MI","Michigan","Computer and Information Systems Managers",124860,2016,121954
"15731","MI","Michigan","Financial Managers",120380,2016,117579
"15756","MI","Michigan","Business and Financial Operations Occupations",69340,2016,67726
"15779","MI","Michigan","Financial Analysts",80240,2016,78373
"15780","MI","Michigan","Personal Financial Advisors",108920,2016,106385
"15787","MI","Michigan","Computer and Mathematical Occupations",76950,2016,75159
"15788","MI","Michigan","Computer and Information Research Scientists",108270,2016,105750
"15789","MI","Michigan","Computer Systems Analysts",86770,2016,84751
"15791","MI","Michigan","Computer Programmers",74730,2016,72991
"15792","MI","Michigan","Software Developers, Applications",87220,2016,85190
"15793","MI","Michigan","Software Developers, Systems Software",86770,2016,84751
"15794","MI","Michigan","Web Developers",64170,2016,62677
"15795","MI","Michigan","Database Administrators",86630,2016,84614
"15796","MI","Michigan","Network and Computer Systems Administrators",75430,2016,73675
"15802","MI","Michigan","Operations Research Analysts",84010,2016,82055
"15803","MI","Michigan","Statisticians",85840,2016,83842
"16235","MI","Michigan","Data Entry Keyers",31350,2016,30620
"16243","MI","Michigan","Statistical Assistants",48370,2016,47244
"16515","MN","Minnesota","Computer and Information Systems Managers",136560,2016,128041
"16516","MN","Minnesota","Financial Managers",137050,2016,128501
"16541","MN","Minnesota","Business and Financial Operations Occupations",71420,2016,66965
"165641","MN","Minnesota","Financial Analysts",88150,2016,82651
"16565","MN","Minnesota","Personal Financial Advisors",108820,2016,102032
"16573","MN","Minnesota","Computer and Mathematical Occupations",84960,2016,79660
"16574","MN","Minnesota","Computer and Information Research Scientists",124420,2016,116659
"16575","MN","Minnesota","Computer Systems Analysts",91940,2016,86205
"16577","MN","Minnesota","Computer Programmers",88080,2016,82586
"16578","MN","Minnesota","Software Developers, Applications",92680,2016,86899
"16579","MN","Minnesota","Software Developers, Systems Software",107130,2016,100447
"16580","MN","Minnesota","Web Developers",70610,2016,66205
"16581","MN","Minnesota","Database Administrators",89870,2016,84264
"16582","MN","Minnesota","Network and Computer Systems Administrators",84900,2016,79604
"16588","MN","Minnesota","Operations Research Analysts",87630,2016,82164
"165891","MN","Minnesota","Statisticians",84060,2016,78816
"17014","MN","Minnesota","Data Entry Keyers",33220,2016,31148
"17022","MN","Minnesota","Statistical Assistants",50480,2016,47331
"17286","MS","Mississippi","Computer and Information Systems Managers",94520,2016,100139
"17287","MS","Mississippi","Financial Managers",102490,2016,108583
"17311","MS","Mississippi","Business and Financial Operations Occupations",59150,2016,62666
"17333","MS","Mississippi","Financial Analysts",77070,2016,81651
"17334","MS","Mississippi","Personal Financial Advisors",95590,2016,101272
"17342","MS","Mississippi","Computer and Mathematical Occupations",66430,2016,70379
"17343","MS","Mississippi","Computer and Information Research Scientists",93940,2016,99524
"17344","MS","Mississippi","Computer Systems Analysts",66740,2016,70707
"17346","MS","Mississippi","Computer Programmers",72210,2016,76503
"17347","MS","Mississippi","Software Developers, Applications",91580,2016,97024
"17348","MS","Mississippi","Software Developers, Systems Software",85390,2016,90466
"17349","MS","Mississippi","Web Developers",59270,2016,62793
"17350","MS","Mississippi","Database Administrators",68630,2016,72710
"17351","MS","Mississippi","Network and Computer Systems Administrators",65730,2016,69637
"17357","MS","Mississippi","Operations Research Analysts",76890,2016,81461
"17358","MS","Mississippi","Statisticians",64210,2016,68027
"17742","MS","Mississippi","Data Entry Keyers",26820,2016,28414
"17750","MS","Mississippi","Statistical Assistants",28360,2016,30046
"17994","MO","Missouri","Computer and Information Systems Managers",130980,2016,133949
"17995","MO","Missouri","Financial Managers",132560,2016,135565
"18020","MO","Missouri","Business and Financial Operations Occupations",68330,2016,69879
"18043","MO","Missouri","Financial Analysts",91740,2016,93820
"18044","MO","Missouri","Personal Financial Advisors",103280,2016,105621
"18052","MO","Missouri","Computer and Mathematical Occupations",78270,2016,80044
"18053","MO","Missouri","Computer and Information Research Scientists",98410,2016,100641
"18054","MO","Missouri","Computer Systems Analysts",90000,2016,92040
"18056","MO","Missouri","Computer Programmers",79810,2016,81619
"18057","MO","Missouri","Software Developers, Applications",95740,2016,97910
"18058","MO","Missouri","Software Developers, Systems Software",99110,2016,101357
"18059","MO","Missouri","Web Developers",61150,2016,62536
"180601","MO","Missouri","Database Administrators",84840,2016,86763
"180611","MO","Missouri","Network and Computer Systems Administrators",77160,2016,78909
"18067","MO","Missouri","Operations Research Analysts",73020,2016,74675
"18068","MO","Missouri","Statisticians",70070,2016,71658
"18495","MO","Missouri","Data Entry Keyers",29740,2016,30414
"18503","MO","Missouri","Statistical Assistants",42800,2016,43770
"18767","MT","Montana","Computer and Information Systems Managers",122860,2016,118355
"18768","MT","Montana","Financial Managers",108460,2016,104483
"18788","MT","Montana","Business and Financial Operations Occupations",61150,2016,58908
"18810","MT","Montana","Financial Analysts",87890,2016,84668
"18811","MT","Montana","Personal Financial Advisors",113450,2016,109290
"18819","MT","Montana","Computer and Mathematical Occupations",63650,2016,61316
"18820","MT","Montana","Computer and Information Research Scientists",NA,2016,NA
"18821","MT","Montana","Computer Systems Analysts",72450,2016,69794
"18823","MT","Montana","Computer Programmers",NA,2016,NA
"18824","MT","Montana","Software Developers, Applications",75610,2016,72838
"18825","MT","Montana","Software Developers, Systems Software",83740,2016,80670
"18826","MT","Montana","Web Developers",43610,2016,42011
"18827","MT","Montana","Database Administrators",62880,2016,60575
"18828","MT","Montana","Network and Computer Systems Administrators",61130,2016,58889
"18833","MT","Montana","Operations Research Analysts",65850,2016,63436
"188341","MT","Montana","Statisticians",69690,2016,67135
"19196","MT","Montana","Data Entry Keyers",27660,2016,26646
"19203","MT","Montana","Statistical Assistants",56500,2016,54428
"19398","NE","Nebraska","Computer and Information Systems Managers",118770,2016,119719
"19399","NE","Nebraska","Financial Managers",134470,2016,135545
"19422","NE","Nebraska","Business and Financial Operations Occupations",65430,2016,65953
"19443","NE","Nebraska","Financial Analysts",73420,2016,74007
"19444","NE","Nebraska","Personal Financial Advisors",109110,2016,109982
"19451","NE","Nebraska","Computer and Mathematical Occupations",73570,2016,74158
"19452","NE","Nebraska","Computer and Information Research Scientists",84850,2016,85528
"19453","NE","Nebraska","Computer Systems Analysts",75930,2016,76537
"19455","NE","Nebraska","Computer Programmers",75600,2016,76204
"19456","NE","Nebraska","Software Developers, Applications",87090,2016,87786
"19457","NE","Nebraska","Software Developers, Systems Software",85280,2016,85962
"19458","NE","Nebraska","Web Developers",59810,2016,60288
"19459","NE","Nebraska","Database Administrators",80690,2016,81335
"19460","NE","Nebraska","Network and Computer Systems Administrators",73940,2016,74531
"19466","NE","Nebraska","Operations Research Analysts",72690,2016,73271
"19467","NE","Nebraska","Statisticians",63250,2016,63756
"19845","NE","Nebraska","Data Entry Keyers",29870,2016,30109
"19853","NE","Nebraska","Statistical Assistants",41860,2016,42195
"20075","NV","Nevada","Computer and Information Systems Managers",121290,2016,113028
"20076","NV","Nevada","Financial Managers",109510,2016,102050
"20101","NV","Nevada","Business and Financial Operations Occupations",64450,2016,60060
"20124","NV","Nevada","Financial Analysts",68020,2016,63386
"20125","NV","Nevada","Personal Financial Advisors",121290,2016,113028
"20133","NV","Nevada","Computer and Mathematical Occupations",75150,2016,70031
"20134","NV","Nevada","Computer Systems Analysts",80220,2016,74755
"20136","NV","Nevada","Computer Programmers",79790,2016,74355
"20137","NV","Nevada","Software Developers, Applications",102610,2016,95620
"20138","NV","Nevada","Software Developers, Systems Software",90850,2016,84661
"20139","NV","Nevada","Web Developers",60610,2016,56481
"20140","NV","Nevada","Database Administrators",79420,2016,74010
"20141","NV","Nevada","Network and Computer Systems Administrators",79430,2016,74019
"20147","NV","Nevada","Operations Research Analysts",80670,2016,75175
"20148","NV","Nevada","Statisticians",85870,2016,80021
"20531","NV","Nevada","Data Entry Keyers",28940,2016,26969
"20537","NV","Nevada","Statistical Assistants",51380,2016,47880
"20757","NH","New Hampshire","Computer and Information Systems Managers",139620,2016,121435
"20758","NH","New Hampshire","Financial Managers",119610,2016,104031
"20780","NH","New Hampshire","Business and Financial Operations Occupations",71670,2016,62335
"20801","NH","New Hampshire","Financial Analysts",77930,2016,67780
"20802","NH","New Hampshire","Personal Financial Advisors",138320,2016,120304
"20810","NH","New Hampshire","Computer and Mathematical Occupations",87000,2016,75669
"20811","NH","New Hampshire","Computer and Information Research Scientists",128280,2016,111572
"20812","NH","New Hampshire","Computer Systems Analysts",88780,2016,77217
"20814","NH","New Hampshire","Computer Programmers",74110,2016,64457
"20815","NH","New Hampshire","Software Developers, Applications",102760,2016,89376
"20816","NH","New Hampshire","Software Developers, Systems Software",116300,2016,101152
"20817","NH","New Hampshire","Web Developers",64040,2016,55699
"20818","NH","New Hampshire","Database Administrators",85970,2016,74773
"20819","NH","New Hampshire","Network and Computer Systems Administrators",78200,2016,68015
"208251","NH","New Hampshire","Statisticians",70660,2016,61457
"21184","NH","New Hampshire","Data Entry Keyers",31970,2016,27806
"21192","NH","New Hampshire","Statistical Assistants",48340,2016,42044
"21404","NJ","New Jersey","Computer and Information Systems Managers",168520,2016,135714
"21405","NJ","New Jersey","Financial Managers",165560,2016,133330
"21429","NJ","New Jersey","Business and Financial Operations Occupations",82280,2016,66262
"21452","NJ","New Jersey","Financial Analysts",100430,2016,80879
"21453","NJ","New Jersey","Personal Financial Advisors",131460,2016,105868
"21461","NJ","New Jersey","Computer and Mathematical Occupations",96210,2016,77481
"21462","NJ","New Jersey","Computer and Information Research Scientists",125880,2016,101375
"21463","NJ","New Jersey","Computer Systems Analysts",102310,2016,82393
"21465","NJ","New Jersey","Computer Programmers",85100,2016,68533
"21466","NJ","New Jersey","Software Developers, Applications",101450,2016,81701
"21467","NJ","New Jersey","Software Developers, Systems Software",115650,2016,93136
"21468","NJ","New Jersey","Web Developers",73610,2016,59280
"21469","NJ","New Jersey","Database Administrators",107340,2016,86444
"21470","NJ","New Jersey","Network and Computer Systems Administrators",94870,2016,76401
"21477","NJ","New Jersey","Operations Research Analysts",95200,2016,76667
"21478","NJ","New Jersey","Statisticians",129320,2016,104145
"21915","NJ","New Jersey","Data Entry Keyers",38020,2016,30619
"21923","NJ","New Jersey","Statistical Assistants",53420,2016,43021
"22184","NM","New Mexico","Computer and Information Systems Managers",106920,2016,103436
"22185","NM","New Mexico","Financial Managers",94390,2016,91315
"22210","NM","New Mexico","Business and Financial Operations Occupations",63330,2016,61267
"22233","NM","New Mexico","Financial Analysts",79350,2016,76765
"22234","NM","New Mexico","Personal Financial Advisors",NA,2016,NA
"22242","NM","New Mexico","Computer and Mathematical Occupations",77460,2016,74936
"22243","NM","New Mexico","Computer and Information Research Scientists",113950,2016,110237
"22244","NM","New Mexico","Computer Systems Analysts",78690,2016,76126
"22246","NM","New Mexico","Computer Programmers",80190,2016,77577
"22247","NM","New Mexico","Software Developers, Applications",86260,2016,83449
"22248","NM","New Mexico","Software Developers, Systems Software",103640,2016,100263
"22249","NM","New Mexico","Web Developers",55680,2016,53866
"22250","NM","New Mexico","Database Administrators",73280,2016,70892
"22251","NM","New Mexico","Network and Computer Systems Administrators",73450,2016,71057
"22258","NM","New Mexico","Operations Research Analysts",86650,2016,83827
"22259","NM","New Mexico","Statisticians",64690,2016,62582
"22647","NM","New Mexico","Data Entry Keyers",27280,2016,26391
"22874","NY","New York","Computer and Information Systems Managers",175530,2016,139030
"22875","NY","New York","Financial Managers",193470,2016,153239
"22900","NY","New York","Business and Financial Operations Occupations",92630,2016,73368
"22923","NY","New York","Financial Analysts",129640,2016,102682
"22924","NY","New York","Personal Financial Advisors",154900,2016,122690
"22932","NY","New York","Computer and Mathematical Occupations",93260,2016,73867
"22933","NY","New York","Computer and Information Research Scientists",146150,2016,115759
"229341","NY","New York","Computer Systems Analysts",98090,2016,77693
"22936","NY","New York","Computer Programmers",88520,2016,70113
"22937","NY","New York","Software Developers, Applications",113120,2016,89598
"22938","NY","New York","Software Developers, Systems Software",111720,2016,88489
"22939","NY","New York","Web Developers",81140,2016,64268
"22940","NY","New York","Database Administrators",91720,2016,72647
"22941","NY","New York","Network and Computer Systems Administrators",90170,2016,71420
"22948","NY","New York","Operations Research Analysts",106260,2016,84164
"22949","NY","New York","Statisticians",87560,2016,69353
"23389","NY","New York","Data Entry Keyers",34380,2016,27231
"23397","NY","New York","Statistical Assistants",54290,2016,43001
"23677","NC","North Carolina","Computer and Information Systems Managers",137230,2016,137417
"23678","NC","North Carolina","Financial Managers",142530,2016,142724
"23702","NC","North Carolina","Business and Financial Operations Occupations",72410,2016,72509
"23725","NC","North Carolina","Financial Analysts",87710,2016,87829
"23726","NC","North Carolina","Personal Financial Advisors",113470,2016,113625
"23734","NC","North Carolina","Computer and Mathematical Occupations",84280,2016,84395
"23735","NC","North Carolina","Computer and Information Research Scientists",105870,2016,106014
"23736","NC","North Carolina","Computer Systems Analysts",91700,2016,91825
"23738","NC","North Carolina","Computer Programmers",88220,2016,88340
"23739","NC","North Carolina","Software Developers, Applications",98300,2016,98434
"23740","NC","North Carolina","Software Developers, Systems Software",108290,2016,108437
"23741","NC","North Carolina","Web Developers",72030,2016,72128
"23742","NC","North Carolina","Database Administrators",86490,2016,86608
"23743","NC","North Carolina","Network and Computer Systems Administrators",82790,2016,82903
"23749","NC","North Carolina","Operations Research Analysts",75070,2016,75172
"23750","NC","North Carolina","Statisticians",102510,2016,102650
"24175","NC","North Carolina","Data Entry Keyers",30710,2016,30752
"24183","NC","North Carolina","Statistical Assistants",41450,2016,41506
"24453","ND","North Dakota","Computer and Information Systems Managers",110260,2016,109094
"24454","ND","North Dakota","Financial Managers",114320,2016,113111
"24478","ND","North Dakota","Business and Financial Operations Occupations",61460,2016,60810
"24499","ND","North Dakota","Financial Analysts",75090,2016,74296
"24500","ND","North Dakota","Personal Financial Advisors",95400,2016,94391
"24508","ND","North Dakota","Computer and Mathematical Occupations",67160,2016,66450
"24509","ND","North Dakota","Computer Systems Analysts",78300,2016,77472
"24511","ND","North Dakota","Computer Programmers",62390,2016,61730
"24512","ND","North Dakota","Software Developers, Applications",79820,2016,78976
"24513","ND","North Dakota","Software Developers, Systems Software",65370,2016,64679
"24514","ND","North Dakota","Web Developers",60100,2016,59465
"24515","ND","North Dakota","Database Administrators",76560,2016,75751
"24516","ND","North Dakota","Network and Computer Systems Administrators",67560,2016,66846
"24521","ND","North Dakota","Operations Research Analysts",69090,2016,68360
"24522","ND","North Dakota","Statisticians",65740,2016,65045
"24865","ND","North Dakota","Data Entry Keyers",32380,2016,32038
"25073","OH","Ohio","Computer and Information Systems Managers",132020,2016,135164
"25074","OH","Ohio","Financial Managers",125660,2016,128652
"25099","OH","Ohio","Business and Financial Operations Occupations",67400,2016,69005
"25122","OH","Ohio","Financial Analysts",78060,2016,79919
"25123","OH","Ohio","Personal Financial Advisors",112320,2016,114995
"25131","OH","Ohio","Computer and Mathematical Occupations",79290,2016,81178
"25132","OH","Ohio","Computer and Information Research Scientists",101680,2016,104101
"251331","OH","Ohio","Computer Systems Analysts",88310,2016,90413
"25135","OH","Ohio","Computer Programmers",71370,2016,73070
"25136","OH","Ohio","Software Developers, Applications",93120,2016,95338
"25137","OH","Ohio","Software Developers, Systems Software",95230,2016,97498
"25138","OH","Ohio","Web Developers",59950,2016,61378
"25139","OH","Ohio","Database Administrators",81900,2016,83850
"25140","OH","Ohio","Network and Computer Systems Administrators",76230,2016,78045
"25147","OH","Ohio","Operations Research Analysts",82290,2016,84250
"25148","OH","Ohio","Statisticians",85530,2016,87567
"25584","OH","Ohio","Data Entry Keyers",29960,2016,30673
"25591","OH","Ohio","Statistical Assistants",42440,2016,43451
"25868","OK","Oklahoma","Computer and Information Systems Managers",104670,2016,106328
"25869","OK","Oklahoma","Financial Managers",102320,2016,103941
"25894","OK","Oklahoma","Business and Financial Operations Occupations",62760,2016,63754
"25916","OK","Oklahoma","Financial Analysts",74760,2016,75944
"25917","OK","Oklahoma","Personal Financial Advisors",83360,2016,84681
"25925","OK","Oklahoma","Computer and Mathematical Occupations",68220,2016,69301
"25926","OK","Oklahoma","Computer and Information Research Scientists",84950,2016,86296
"25927","OK","Oklahoma","Computer Systems Analysts",79830,2016,81095
"25929","OK","Oklahoma","Computer Programmers",75860,2016,77062
"25930","OK","Oklahoma","Software Developers, Applications",86730,2016,88104
"25931","OK","Oklahoma","Software Developers, Systems Software",79520,2016,80780
"259321","OK","Oklahoma","Web Developers",53430,2016,54276
"259331","OK","Oklahoma","Database Administrators",74660,2016,75843
"25934","OK","Oklahoma","Network and Computer Systems Administrators",68050,2016,69128
"25940","OK","Oklahoma","Operations Research Analysts",63800,2016,64811
"25941","OK","Oklahoma","Statisticians",56710,2016,57608
"26348","OK","Oklahoma","Data Entry Keyers",29550,2016,30018
"26355","OK","Oklahoma","Statistical Assistants",51060,2016,51869
"26601","OR","Oregon","Computer and Information Systems Managers",125770,2016,115785
"26602","OR","Oregon","Financial Managers",116110,2016,106892
"26627","OR","Oregon","Business and Financial Operations Occupations",68530,2016,63089
"26650","OR","Oregon","Financial Analysts",89840,2016,82707
"26651","OR","Oregon","Personal Financial Advisors",113830,2016,104793
"26659","OR","Oregon","Computer and Mathematical Occupations",82190,2016,75665
