ST,STATE,OCC_TITLE,A_MEAN
AL,Alabama,"Electrical and Electronics Installers and Repairers, Transportation Equipment",57330
AL,Alabama,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",55630
AL,Alabama,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",73630
AL,Alabama,"Electronic Equipment Installers and Repairers, Motor Vehicles",26310
AL,Alabama,Electronic Home Entertainment Equipment Installers and Repairers,43520
AL,Alabama,Security and Fire Alarm Systems Installers,37860
AL,Alabama,Aircraft Mechanics and Service Technicians,63980
AL,Alabama,Automotive Body and Related Repairers,40780
AL,Alabama,Automotive Glass Installers and Repairers,31530
AL,Alabama,Automotive Service Technicians and Mechanics,38990
AL,Alabama,Bus and Truck Mechanics and Diesel Engine Specialists,39870
AL,Alabama,Farm Equipment Mechanics and Service Technicians,36400
AL,Alabama,"Mobile Heavy Equipment Mechanics, Except Engines",45140
AL,Alabama,Rail Car Repairers,43650
AL,Alabama,Motorboat Mechanics and Service Technicians,38210
AL,Alabama,Motorcycle Mechanics,35790
AL,Alabama,Outdoor Power Equipment and Other Small Engine Mechanics,32680
AL,Alabama,Bicycle Repairers,27580
AL,Alabama,Recreational Vehicle Service Technicians,45880
AL,Alabama,Tire Repairers and Changers,24040
AL,Alabama,Mechanical Door Repairers,35360
AL,Alabama,"Control and Valve Installers and Repairers, Except Mechanical Door",39670
AL,Alabama,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",39060
AL,Alabama,Home Appliance Repairers,35910
AL,Alabama,Industrial Machinery Mechanics,51370
AL,Alabama,"Maintenance Workers, Machinery",38980
AL,Alabama,Millwrights,42830
AL,Alabama,"Refractory Materials Repairers, Except Brickmasons",64700
AL,Alabama,Electrical Power-Line Installers and Repairers,64360
AL,Alabama,Telecommunications Line Installers and Repairers,39140
AL,Alabama,Medical Equipment Repairers,46890
AL,Alabama,Musical Instrument Repairers and Tuners,32660
AL,Alabama,Watch Repairers,36070
AL,Alabama,"Precision Instrument and Equipment Repairers, All Other",47260
AL,Alabama,"Maintenance and Repair Workers, General",37500
AL,Alabama,"Coin, Vending, and Amusement Machine Servicers and Repairers",33140
AL,Alabama,Commercial Divers,47040
AL,Alabama,Locksmiths and Safe Repairers,32560
AL,Alabama,Manufactured Building and Mobile Home Installers,30760
AL,Alabama,Riggers,41770
AL,Alabama,"Helpers--Installation, Maintenance, and Repair Workers",24630
AL,Alabama,"Installation, Maintenance, and Repair Workers, All Other",37980
AL,Alabama,Production Occupations,34260
AL,Alabama,First-Line Supervisors of Production and Operating Workers,57640
AL,Alabama,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",49360
AL,Alabama,"Coil Winders, Tapers, and Finishers",37480
AL,Alabama,Electrical and Electronic Equipment Assemblers,30510
AL,Alabama,Electromechanical Equipment Assemblers,31740
AL,Alabama,Engine and Other Machine Assemblers,37690
AL,Alabama,Structural Metal Fabricators and Fitters,36150
AL,Alabama,Fiberglass Laminators and Fabricators,31250
AL,Alabama,Team Assemblers,34870
AL,Alabama,"Assemblers and Fabricators, All Other",25270
AL,Alabama,Bakers,21860
AL,Alabama,Butchers and Meat Cutters,29560
AL,Alabama,"Meat, Poultry, and Fish Cutters and Trimmers",22750
AL,Alabama,Slaughterers and Meat Packers,23570
AL,Alabama,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",27490
AL,Alabama,Food Batchmakers,26500
AL,Alabama,Food Cooking Machine Operators and Tenders,27020
AL,Alabama,"Food Processing Workers, All Other",23300
AL,Alabama,"Computer-Controlled Machine Tool Operators, Metal and Plastic",35120
AL,Alabama,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",39680
AL,Alabama,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",33140
AL,Alabama,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",48980
AL,Alabama,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",47710
AL,Alabama,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",30860
AL,Alabama,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",45970
AL,Alabama,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",29080
AL,Alabama,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",36200
AL,Alabama,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",36010
AL,Alabama,Machinists,39910
AL,Alabama,Metal-Refining Furnace Operators and Tenders,53660
AL,Alabama,"Pourers and Casters, Metal",40270
AL,Alabama,"Model Makers, Metal and Plastic",39510
AL,Alabama,"Patternmakers, Metal and Plastic",37640
AL,Alabama,Foundry Mold and Coremakers,38170
AL,Alabama,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",34900
AL,Alabama,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",32190
AL,Alabama,Tool and Die Makers,46090
AL,Alabama,"Welders, Cutters, Solderers, and Brazers",37110
AL,Alabama,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",39390
AL,Alabama,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",49820
AL,Alabama,"Layout Workers, Metal and Plastic",39160
AL,Alabama,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",35020
AL,Alabama,"Tool Grinders, Filers, and Sharpeners",31340
AL,Alabama,Prepress Technicians and Workers,30290
AL,Alabama,Printing Press Operators,29790
AL,Alabama,Print Binding and Finishing Workers,26830
AL,Alabama,Laundry and Dry-Cleaning Workers,19450
AL,Alabama,"Pressers, Textile, Garment, and Related Materials",20740
AL,Alabama,Sewing Machine Operators,21860
AL,Alabama,Shoe and Leather Workers and Repairers,22450
AL,Alabama,"Sewers, Hand",22530
AL,Alabama,"Tailors, Dressmakers, and Custom Sewers",25350
AL,Alabama,Textile Bleaching and Dyeing Machine Operators and Tenders,27960
AL,Alabama,"Textile Cutting Machine Setters, Operators, and Tenders",25980
AL,Alabama,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",27500
AL,Alabama,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",31610
AL,Alabama,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",36880
AL,Alabama,Upholsterers,32050
AL,Alabama,"Textile, Apparel, and Furnishings Workers, All Other",35700
AL,Alabama,Cabinetmakers and Bench Carpenters,27770
AL,Alabama,Furniture Finishers,26770
AL,Alabama,"Sawing Machine Setters, Operators, and Tenders, Wood",25780
AL,Alabama,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",26640
AL,Alabama,"Woodworkers, All Other",28120
AL,Alabama,Power Distributors and Dispatchers,81980
AL,Alabama,Power Plant Operators,65310
AL,Alabama,Stationary Engineers and Boiler Operators,44410
AL,Alabama,Water and Wastewater Treatment Plant and System Operators,43970
AL,Alabama,Chemical Plant and System Operators,62450
AL,Alabama,Gas Plant Operators,65990
AL,Alabama,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",47420
AL,Alabama,"Plant and System Operators, All Other",68210
AL,Alabama,Chemical Equipment Operators and Tenders,52120
AL,Alabama,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",36520
AL,Alabama,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",33590
AL,Alabama,"Grinding and Polishing Workers, Hand",25490
AL,Alabama,"Mixing and Blending Machine Setters, Operators, and Tenders",39860
AL,Alabama,"Cutters and Trimmers, Hand",25060
AL,Alabama,"Cutting and Slicing Machine Setters, Operators, and Tenders",35180
AL,Alabama,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",40790
AL,Alabama,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",41260
AL,Alabama,"Inspectors, Testers, Sorters, Samplers, and Weighers",32060
AL,Alabama,Jewelers and Precious Stone and Metal Workers,39520
AL,Alabama,Dental Laboratory Technicians,34910
AL,Alabama,Medical Appliance Technicians,33860
AL,Alabama,Ophthalmic Laboratory Technicians,30120
AL,Alabama,Packaging and Filling Machine Operators and Tenders,26620
AL,Alabama,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",32010
AL,Alabama,"Painters, Transportation Equipment",39630
AL,Alabama,"Painting, Coating, and Decorating Workers",26130
AL,Alabama,Photographic Process Workers and Processing Machine Operators,25560
AL,Alabama,Adhesive Bonding Machine Operators and Tenders,37340
AL,Alabama,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",29210
AL,Alabama,Cooling and Freezing Equipment Operators and Tenders,27520
AL,Alabama,Etchers and Engravers,29650
AL,Alabama,"Molders, Shapers, and Casters, Except Metal and Plastic",25480
AL,Alabama,"Paper Goods Machine Setters, Operators, and Tenders",38700
AL,Alabama,Tire Builders,49870
AL,Alabama,Helpers--Production Workers,23710
AL,Alabama,"Production Workers, All Other",27070
AL,Alabama,Transportation and Material Moving Occupations,31750
AL,Alabama,Aircraft Cargo Handling Supervisors,44560
AL,Alabama,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",46810
AL,Alabama,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,55210
AL,Alabama,"Airline Pilots, Copilots, and Flight Engineers",104410
AL,Alabama,Commercial Pilots,86050
AL,Alabama,Air Traffic Controllers,89370
AL,Alabama,Airfield Operations Specialists,54260
AL,Alabama,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",23720
AL,Alabama,"Bus Drivers, Transit and Intercity",26030
AL,Alabama,"Bus Drivers, School or Special Client",18860
AL,Alabama,Driver/Sales Workers,29200
AL,Alabama,Heavy and Tractor-Trailer Truck Drivers,40110
AL,Alabama,Light Truck or Delivery Services Drivers,29720
AL,Alabama,Taxi Drivers and Chauffeurs,21320
AL,Alabama,"Motor Vehicle Operators, All Other",25650
AL,Alabama,Locomotive Engineers,55980
AL,Alabama,"Rail Yard Engineers, Dinkey Operators, and Hostlers",49240
AL,Alabama,"Railroad Brake, Signal, and Switch Operators",37540
AL,Alabama,Railroad Conductors and Yardmasters,54180
AL,Alabama,Sailors and Marine Oilers,39810
AL,Alabama,"Captains, Mates, and Pilots of Water Vessels",86940
AL,Alabama,Parking Lot Attendants,20680
AL,Alabama,Automotive and Watercraft Service Attendants,22740
AL,Alabama,Transportation Inspectors,74200
AL,Alabama,"Transportation Workers, All Other",34920
AL,Alabama,Conveyor Operators and Tenders,37820
AL,Alabama,Crane and Tower Operators,50330
AL,Alabama,Excavating and Loading Machine and Dragline Operators,39490
AL,Alabama,"Loading Machine Operators, Underground Mining",52750
AL,Alabama,Hoist and Winch Operators,43720
AL,Alabama,Industrial Truck and Tractor Operators,31280
AL,Alabama,Cleaners of Vehicles and Equipment,22150
AL,Alabama,"Laborers and Freight, Stock, and Material Movers, Hand",24460
AL,Alabama,Machine Feeders and Offbearers,29620
AL,Alabama,"Packers and Packagers, Hand",21610
AL,Alabama,Gas Compressor and Gas Pumping Station Operators,55450
AL,Alabama,"Pump Operators, Except Wellhead Pumpers",41380
AL,Alabama,Refuse and Recyclable Material Collectors,29360
AL,Alabama,Mine Shuttle Car Operators,57030
AL,Alabama,"Tank Car, Truck, and Ship Loaders",34030
AL,Alabama,"Material Moving Workers, All Other",29480
AK,Alaska,All Occupations,55760
AK,Alaska,Management Occupations,107290
AK,Alaska,Chief Executives,171390
AK,Alaska,General and Operations Managers,104130
AK,Alaska,Legislators,*
AK,Alaska,Advertising and Promotions Managers,75550
AK,Alaska,Marketing Managers,104280
AK,Alaska,Sales Managers,103890
AK,Alaska,Public Relations and Fundraising Managers,112530
AK,Alaska,Administrative Services Managers,91550
AK,Alaska,Computer and Information Systems Managers,119540
AK,Alaska,Financial Managers,115120
AK,Alaska,Industrial Production Managers,110620
AK,Alaska,Purchasing Managers,113600
AK,Alaska,"Transportation, Storage, and Distribution Managers",91570
AK,Alaska,Human Resources Managers,112040
AK,Alaska,Training and Development Managers,94440
AK,Alaska,Construction Managers,122250
AK,Alaska,"Education Administrators, Preschool and Childcare Center/Program",59060
AK,Alaska,"Education Administrators, Elementary and Secondary School",109090
AK,Alaska,"Education Administrators, Postsecondary",115280
AK,Alaska,"Education Administrators, All Other",88530
AK,Alaska,Architectural and Engineering Managers,160850
AK,Alaska,Food Service Managers,51850
AK,Alaska,Lodging Managers,59850
AK,Alaska,Medical and Health Services Managers,119470
AK,Alaska,Natural Sciences Managers,104020
AK,Alaska,Postmasters and Mail Superintendents,48460
AK,Alaska,"Property, Real Estate, and Community Association Managers",69680
AK,Alaska,Social and Community Service Managers,78650
AK,Alaska,Emergency Management Directors,77510
AK,Alaska,"Managers, All Other",105670
AK,Alaska,Business and Financial Operations Occupations,77700
AK,Alaska,"Wholesale and Retail Buyers, Except Farm Products",53930
AK,Alaska,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",73650
AK,Alaska,"Claims Adjusters, Examiners, and Investigators",72670
AK,Alaska,Compliance Officers,73590
AK,Alaska,Cost Estimators,88380
AK,Alaska,Human Resources Specialists,66080
AK,Alaska,Labor Relations Specialists,94410
AK,Alaska,Logisticians,87270
AK,Alaska,Management Analysts,91500
AK,Alaska,"Meeting, Convention, and Event Planners",55050
AK,Alaska,Fundraisers,49380
AK,Alaska,"Compensation, Benefits, and Job Analysis Specialists",68430
AK,Alaska,Market Research Analysts and Marketing Specialists,66520
AK,Alaska,"Business Operations Specialists, All Other",78950
AK,Alaska,Accountants and Auditors,80980
AK,Alaska,Appraisers and Assessors of Real Estate,74060
AK,Alaska,Budget Analysts,82910
AK,Alaska,Financial Analysts,103020
AK,Alaska,Personal Financial Advisors,106400
AK,Alaska,Insurance Underwriters,*
AK,Alaska,Financial Examiners,59510
AK,Alaska,Loan Officers,76540
AK,Alaska,"Tax Examiners and Collectors, and Revenue Agents",88860
AK,Alaska,Tax Preparers,54500
AK,Alaska,"Financial Specialists, All Other",75660
AK,Alaska,Computer and Mathematical Occupations,82360
AK,Alaska,Computer Systems Analysts,81630
AK,Alaska,Information Security Analysts,88380
AK,Alaska,Computer Programmers,95630
AK,Alaska,"Software Developers, Applications",*
AK,Alaska,"Software Developers, Systems Software",*
AK,Alaska,Web Developers,58410
AK,Alaska,Database Administrators,81950
AK,Alaska,Network and Computer Systems Administrators,82200
AK,Alaska,Computer Network Architects,115840
AK,Alaska,Computer User Support Specialists,57690
AK,Alaska,Computer Network Support Specialists,68260
AK,Alaska,"Computer Occupations, All Other",85460
AK,Alaska,Operations Research Analysts,86270
AK,Alaska,Architecture and Engineering Occupations,104970
AK,Alaska,"Architects, Except Landscape and Naval",85050
AK,Alaska,Cartographers and Photogrammetrists,71770
AK,Alaska,Surveyors,83490
AK,Alaska,Aerospace Engineers,100700
AK,Alaska,Chemical Engineers,112570
AK,Alaska,Civil Engineers,110050
AK,Alaska,Computer Hardware Engineers,106470
AK,Alaska,Electrical Engineers,115810
AK,Alaska,"Electronics Engineers, Except Computer",98780
AK,Alaska,Environmental Engineers,118100
AK,Alaska,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",123470
AK,Alaska,Industrial Engineers,117960
AK,Alaska,Materials Engineers,*
AK,Alaska,Mechanical Engineers,130420
AK,Alaska,"Mining and Geological Engineers, Including Mining Safety Engineers",116620
AK,Alaska,Petroleum Engineers,146650
AK,Alaska,"Engineers, All Other",121330
AK,Alaska,Architectural and Civil Drafters,61400
AK,Alaska,Electrical and Electronics Drafters,65920
AK,Alaska,"Drafters, All Other",60790
AK,Alaska,Civil Engineering Technicians,70000
AK,Alaska,Electrical and Electronics Engineering Technicians,84450
AK,Alaska,Electro-Mechanical Technicians,*
