ST,STATE,OCC_TITLE,A_MEAN
DE,Delaware,Nursing Assistants,28360
DE,Delaware,Orderlies,27410
DE,Delaware,Occupational Therapy Assistants,61580
DE,Delaware,Physical Therapist Assistants,58490
DE,Delaware,Physical Therapist Aides,23790
DE,Delaware,Massage Therapists,48930
DE,Delaware,Dental Assistants,38150
DE,Delaware,Medical Assistants,30950
DE,Delaware,Medical Equipment Preparers,36680
DE,Delaware,Medical Transcriptionists,32510
DE,Delaware,Pharmacy Aides,18780
DE,Delaware,Veterinary Assistants and Laboratory Animal Caretakers,26400
DE,Delaware,Phlebotomists,36240
DE,Delaware,"Healthcare Support Workers, All Other",44320
DE,Delaware,Protective Service Occupations,40410
DE,Delaware,First-Line Supervisors of Police and Detectives,98210
DE,Delaware,First-Line Supervisors of Fire Fighting and Prevention Workers,74170
DE,Delaware,"First-Line Supervisors of Protective Service Workers, All Other",43920
DE,Delaware,Firefighters,44490
DE,Delaware,Fire Inspectors and Investigators,47420
DE,Delaware,Detectives and Criminal Investigators,92710
DE,Delaware,Police and Sheriff's Patrol Officers,65740
DE,Delaware,Private Detectives and Investigators,53400
DE,Delaware,Gaming Surveillance Officers and Gaming Investigators,30720
DE,Delaware,Security Guards,25240
DE,Delaware,Crossing Guards,30730
DE,Delaware,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",22630
DE,Delaware,"Protective Service Workers, All Other",28780
DE,Delaware,Food Preparation and Serving Related Occupations,23280
DE,Delaware,Chefs and Head Cooks,47540
DE,Delaware,First-Line Supervisors of Food Preparation and Serving Workers,37850
DE,Delaware,"Cooks, Fast Food",18760
DE,Delaware,"Cooks, Institution and Cafeteria",31180
DE,Delaware,"Cooks, Restaurant",24910
DE,Delaware,"Cooks, Short Order",22980
DE,Delaware,Food Preparation Workers,22770
DE,Delaware,Bartenders,22140
DE,Delaware,"Combined Food Preparation and Serving Workers, Including Fast Food",19470
DE,Delaware,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",19570
DE,Delaware,Waiters and Waitresses,22220
DE,Delaware,"Food Servers, Nonrestaurant",21930
DE,Delaware,Dining Room and Cafeteria Attendants and Bartender Helpers,18220
DE,Delaware,Dishwashers,20200
DE,Delaware,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",19120
DE,Delaware,"Food Preparation and Serving Related Workers, All Other",20380
DE,Delaware,Building and Grounds Cleaning and Maintenance Occupations,26840
DE,Delaware,First-Line Supervisors of Housekeeping and Janitorial Workers,42750
DE,Delaware,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",53590
DE,Delaware,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",25010
DE,Delaware,Maids and Housekeeping Cleaners,22060
DE,Delaware,"Building Cleaning Workers, All Other",41620
DE,Delaware,Pest Control Workers,36190
DE,Delaware,Landscaping and Groundskeeping Workers,28140
DE,Delaware,Personal Care and Service Occupations,27080
DE,Delaware,Gaming Supervisors,53860
DE,Delaware,Slot Supervisors,43790
DE,Delaware,First-Line Supervisors of Personal Service Workers,44880
DE,Delaware,Animal Trainers,35180
DE,Delaware,Nonfarm Animal Caretakers,21550
DE,Delaware,Gaming Dealers,*
DE,Delaware,Gaming and Sports Book Writers and Runners,40000
DE,Delaware,"Ushers, Lobby Attendants, and Ticket Takers",20480
DE,Delaware,Amusement and Recreation Attendants,21180
DE,Delaware,"Locker Room, Coatroom, and Dressing Room Attendants",19300
DE,Delaware,Funeral Attendants,30760
DE,Delaware,"Morticians, Undertakers, and Funeral Directors",77180
DE,Delaware,"Hairdressers, Hairstylists, and Cosmetologists",34510
DE,Delaware,Manicurists and Pedicurists,21540
DE,Delaware,Shampooers,18610
DE,Delaware,Skincare Specialists,31250
DE,Delaware,Baggage Porters and Bellhops,23660
DE,Delaware,Tour Guides and Escorts,24560
DE,Delaware,Childcare Workers,21740
DE,Delaware,Personal Care Aides,23240
DE,Delaware,Fitness Trainers and Aerobics Instructors,33750
DE,Delaware,Recreation Workers,26220
DE,Delaware,Residential Advisors,25790
DE,Delaware,"Personal Care and Service Workers, All Other",25390
DE,Delaware,Sales and Related Occupations,38690
DE,Delaware,First-Line Supervisors of Retail Sales Workers,47880
DE,Delaware,First-Line Supervisors of Non-Retail Sales Workers,89500
DE,Delaware,Cashiers,20720
DE,Delaware,Gaming Change Persons and Booth Cashiers,24890
DE,Delaware,Counter and Rental Clerks,30980
DE,Delaware,Parts Salespersons,33590
DE,Delaware,Retail Salespersons,25370
DE,Delaware,Advertising Sales Agents,48670
DE,Delaware,Insurance Sales Agents,66350
DE,Delaware,"Securities, Commodities, and Financial Services Sales Agents",92920
DE,Delaware,Travel Agents,42060
DE,Delaware,"Sales Representatives, Services, All Other",67510
DE,Delaware,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",109000
DE,Delaware,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",65450
DE,Delaware,Demonstrators and Product Promoters,28110
DE,Delaware,Real Estate Brokers,88140
DE,Delaware,Real Estate Sales Agents,52460
DE,Delaware,Sales Engineers,140040
DE,Delaware,Telemarketers,28680
DE,Delaware,"Sales and Related Workers, All Other",49560
DE,Delaware,Office and Administrative Support Occupations,36610
DE,Delaware,First-Line Supervisors of Office and Administrative Support Workers,56890
DE,Delaware,"Switchboard Operators, Including Answering Service",27670
DE,Delaware,Telephone Operators,32560
DE,Delaware,Bill and Account Collectors,*
DE,Delaware,Billing and Posting Clerks,36830
DE,Delaware,"Bookkeeping, Accounting, and Auditing Clerks",40900
DE,Delaware,Gaming Cage Workers,25080
DE,Delaware,Payroll and Timekeeping Clerks,44400
DE,Delaware,Procurement Clerks,40650
DE,Delaware,Tellers,28510
DE,Delaware,"Financial Clerks, All Other",53010
DE,Delaware,Brokerage Clerks,51030
DE,Delaware,"Court, Municipal, and License Clerks",34300
DE,Delaware,"Credit Authorizers, Checkers, and Clerks",42220
DE,Delaware,Customer Service Representatives,35400
DE,Delaware,"Eligibility Interviewers, Government Programs",36100
DE,Delaware,File Clerks,29740
DE,Delaware,"Hotel, Motel, and Resort Desk Clerks",23430
DE,Delaware,"Interviewers, Except Eligibility and Loan",36080
DE,Delaware,"Library Assistants, Clerical",22420
DE,Delaware,Loan Interviewers and Clerks,36460
DE,Delaware,New Accounts Clerks,41780
DE,Delaware,Order Clerks,33100
DE,Delaware,"Human Resources Assistants, Except Payroll and Timekeeping",36430
DE,Delaware,Receptionists and Information Clerks,25980
DE,Delaware,"Information and Record Clerks, All Other",40280
DE,Delaware,Cargo and Freight Agents,*
DE,Delaware,Couriers and Messengers,*
DE,Delaware,"Police, Fire, and Ambulance Dispatchers",42250
DE,Delaware,"Dispatchers, Except Police, Fire, and Ambulance",39150
DE,Delaware,"Meter Readers, Utilities",45430
DE,Delaware,Postal Service Clerks,50490
DE,Delaware,Postal Service Mail Carriers,51180
DE,Delaware,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",51560
DE,Delaware,"Production, Planning, and Expediting Clerks",51810
DE,Delaware,"Shipping, Receiving, and Traffic Clerks",30550
DE,Delaware,Stock Clerks and Order Fillers,24670
DE,Delaware,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",33610
DE,Delaware,Executive Secretaries and Executive Administrative Assistants,58430
DE,Delaware,Legal Secretaries,52150
DE,Delaware,Medical Secretaries,34620
DE,Delaware,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",37940
DE,Delaware,Computer Operators,42620
DE,Delaware,Data Entry Keyers,28340
DE,Delaware,Word Processors and Typists,45780
DE,Delaware,Desktop Publishers,36780
DE,Delaware,Insurance Claims and Policy Processing Clerks,41330
DE,Delaware,"Mail Clerks and Mail Machine Operators, Except Postal Service",27980
DE,Delaware,"Office Clerks, General",28060
DE,Delaware,"Office Machine Operators, Except Computer",31180
DE,Delaware,"Office and Administrative Support Workers, All Other",37120
DE,Delaware,"Farming, Fishing, and Forestry Occupations",31640
DE,Delaware,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",53560
DE,Delaware,Agricultural Inspectors,44220
DE,Delaware,Agricultural Equipment Operators,27600
DE,Delaware,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",29630
DE,Delaware,"Farmworkers, Farm, Ranch, and Aquacultural Animals",24580
DE,Delaware,Construction and Extraction Occupations,47180
DE,Delaware,First-Line Supervisors of Construction Trades and Extraction Workers,71420
DE,Delaware,Brickmasons and Blockmasons,51110
DE,Delaware,Stonemasons,38950
DE,Delaware,Carpenters,44310
DE,Delaware,Carpet Installers,39610
DE,Delaware,Tile and Marble Setters,40560
DE,Delaware,Cement Masons and Concrete Finishers,43180
DE,Delaware,Construction Laborers,33270
DE,Delaware,"Paving, Surfacing, and Tamping Equipment Operators",43330
DE,Delaware,Operating Engineers and Other Construction Equipment Operators,42880
DE,Delaware,Drywall and Ceiling Tile Installers,44290
DE,Delaware,Electricians,51090
DE,Delaware,"Insulation Workers, Mechanical",42420
DE,Delaware,"Painters, Construction and Maintenance",39620
DE,Delaware,Paperhangers,37540
DE,Delaware,Pipelayers,38880
DE,Delaware,"Plumbers, Pipefitters, and Steamfitters",58790
DE,Delaware,Roofers,38720
DE,Delaware,Sheet Metal Workers,51040
DE,Delaware,Structural Iron and Steel Workers,44640
DE,Delaware,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",30710
DE,Delaware,Helpers--Carpenters,26250
DE,Delaware,Helpers--Electricians,28700
DE,Delaware,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",29770
DE,Delaware,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",26490
DE,Delaware,"Helpers, Construction Trades, All Other",29410
DE,Delaware,Construction and Building Inspectors,62100
DE,Delaware,Elevator Installers and Repairers,72110
DE,Delaware,Highway Maintenance Workers,34690
DE,Delaware,Rail-Track Laying and Maintenance Equipment Operators,59030
DE,Delaware,Septic Tank Servicers and Sewer Pipe Cleaners,41440
DE,Delaware,"Construction and Related Workers, All Other",39770
DE,Delaware,"Earth Drillers, Except Oil and Gas",44830
DE,Delaware,"Installation, Maintenance, and Repair Occupations",50170
DE,Delaware,"First-Line Supervisors of Mechanics, Installers, and Repairers",72360
DE,Delaware,"Computer, Automated Teller, and Office Machine Repairers",36970
DE,Delaware,"Radio, Cellular, and Tower Equipment Installers and Repairers",45920
DE,Delaware,"Telecommunications Equipment Installers and Repairers, Except Line Installers",*
DE,Delaware,Avionics Technicians,50980
DE,Delaware,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",63090
DE,Delaware,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",74240
DE,Delaware,"Electronic Equipment Installers and Repairers, Motor Vehicles",34790
DE,Delaware,Security and Fire Alarm Systems Installers,48770
DE,Delaware,Aircraft Mechanics and Service Technicians,59630
DE,Delaware,Automotive Body and Related Repairers,44280
DE,Delaware,Automotive Service Technicians and Mechanics,43150
DE,Delaware,Bus and Truck Mechanics and Diesel Engine Specialists,49180
DE,Delaware,Farm Equipment Mechanics and Service Technicians,36200
DE,Delaware,"Mobile Heavy Equipment Mechanics, Except Engines",48580
DE,Delaware,Motorboat Mechanics and Service Technicians,40980
DE,Delaware,Outdoor Power Equipment and Other Small Engine Mechanics,34420
DE,Delaware,Recreational Vehicle Service Technicians,33690
DE,Delaware,Tire Repairers and Changers,25660
DE,Delaware,"Control and Valve Installers and Repairers, Except Mechanical Door",68840
DE,Delaware,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",51640
DE,Delaware,Home Appliance Repairers,37900
DE,Delaware,Industrial Machinery Mechanics,53670
DE,Delaware,"Maintenance Workers, Machinery",47850
DE,Delaware,Millwrights,49180
DE,Delaware,Electrical Power-Line Installers and Repairers,74690
DE,Delaware,Telecommunications Line Installers and Repairers,68350
DE,Delaware,Medical Equipment Repairers,56790
DE,Delaware,"Precision Instrument and Equipment Repairers, All Other",65290
DE,Delaware,"Maintenance and Repair Workers, General",41140
DE,Delaware,"Coin, Vending, and Amusement Machine Servicers and Repairers",39810
DE,Delaware,Locksmiths and Safe Repairers,36870
DE,Delaware,"Helpers--Installation, Maintenance, and Repair Workers",25990
DE,Delaware,"Installation, Maintenance, and Repair Workers, All Other",40470
DE,Delaware,Production Occupations,36940
DE,Delaware,First-Line Supervisors of Production and Operating Workers,65420
DE,Delaware,Electrical and Electronic Equipment Assemblers,34860
DE,Delaware,Structural Metal Fabricators and Fitters,40140
DE,Delaware,Team Assemblers,30590
DE,Delaware,"Assemblers and Fabricators, All Other",27900
DE,Delaware,Bakers,27090
DE,Delaware,Butchers and Meat Cutters,32900
DE,Delaware,"Meat, Poultry, and Fish Cutters and Trimmers",23690
DE,Delaware,Slaughterers and Meat Packers,23420
DE,Delaware,Food Batchmakers,22950
DE,Delaware,Food Cooking Machine Operators and Tenders,28130
DE,Delaware,"Food Processing Workers, All Other",26110
DE,Delaware,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",35850
DE,Delaware,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",46650
DE,Delaware,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",32710
DE,Delaware,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",33330
DE,Delaware,Machinists,51860
DE,Delaware,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",26760
DE,Delaware,"Welders, Cutters, Solderers, and Brazers",47390
DE,Delaware,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",36040
DE,Delaware,Prepress Technicians and Workers,38530
DE,Delaware,Printing Press Operators,42730
DE,Delaware,Print Binding and Finishing Workers,31050
DE,Delaware,Laundry and Dry-Cleaning Workers,22240
DE,Delaware,"Pressers, Textile, Garment, and Related Materials",18950
DE,Delaware,Sewing Machine Operators,30410
DE,Delaware,"Tailors, Dressmakers, and Custom Sewers",30630
DE,Delaware,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",38900
DE,Delaware,Upholsterers,37110
DE,Delaware,Cabinetmakers and Bench Carpenters,36150
DE,Delaware,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",32060
DE,Delaware,Power Distributors and Dispatchers,*
DE,Delaware,Stationary Engineers and Boiler Operators,62480
DE,Delaware,Water and Wastewater Treatment Plant and System Operators,46370
DE,Delaware,Chemical Plant and System Operators,65350
DE,Delaware,Gas Plant Operators,65650
DE,Delaware,Chemical Equipment Operators and Tenders,52620
DE,Delaware,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",36520
DE,Delaware,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",33330
DE,Delaware,"Mixing and Blending Machine Setters, Operators, and Tenders",41830
DE,Delaware,"Cutting and Slicing Machine Setters, Operators, and Tenders",36450
DE,Delaware,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",42110
DE,Delaware,"Inspectors, Testers, Sorters, Samplers, and Weighers",39090
DE,Delaware,Dental Laboratory Technicians,29590
DE,Delaware,Medical Appliance Technicians,39600
DE,Delaware,Packaging and Filling Machine Operators and Tenders,35250
DE,Delaware,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",34210
DE,Delaware,"Painters, Transportation Equipment",42970
DE,Delaware,Photographic Process Workers and Processing Machine Operators,24400
DE,Delaware,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",23940
DE,Delaware,Etchers and Engravers,*
DE,Delaware,"Molders, Shapers, and Casters, Except Metal and Plastic",35220
DE,Delaware,"Paper Goods Machine Setters, Operators, and Tenders",49190
DE,Delaware,Helpers--Production Workers,27300
DE,Delaware,"Production Workers, All Other",35780
DE,Delaware,Transportation and Material Moving Occupations,33760
DE,Delaware,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",55380
DE,Delaware,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,62080
DE,Delaware,Commercial Pilots,103020
DE,Delaware,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",27790
DE,Delaware,"Bus Drivers, Transit and Intercity",39480
DE,Delaware,"Bus Drivers, School or Special Client",30670
DE,Delaware,Driver/Sales Workers,26020
DE,Delaware,Heavy and Tractor-Trailer Truck Drivers,42870
DE,Delaware,Light Truck or Delivery Services Drivers,33760
DE,Delaware,Taxi Drivers and Chauffeurs,26420
DE,Delaware,"Motor Vehicle Operators, All Other",26530
DE,Delaware,Locomotive Engineers,62320
DE,Delaware,Sailors and Marine Oilers,39710
DE,Delaware,"Captains, Mates, and Pilots of Water Vessels",64470
DE,Delaware,Parking Lot Attendants,21270
DE,Delaware,Automotive and Watercraft Service Attendants,27390
DE,Delaware,Transportation Inspectors,40550
DE,Delaware,Crane and Tower Operators,47910
DE,Delaware,Excavating and Loading Machine and Dragline Operators,45470
DE,Delaware,Industrial Truck and Tractor Operators,33810
DE,Delaware,Cleaners of Vehicles and Equipment,22570
DE,Delaware,"Laborers and Freight, Stock, and Material Movers, Hand",29030
DE,Delaware,Machine Feeders and Offbearers,40800
DE,Delaware,"Packers and Packagers, Hand",26100
DE,Delaware,Refuse and Recyclable Material Collectors,38470
DC,District of Columbia,All Occupations,80150
DC,District of Columbia,Management Occupations,137390
DC,District of Columbia,Chief Executives,195580
DC,District of Columbia,General and Operations Managers,144170
DC,District of Columbia,Advertising and Promotions Managers,91970
DC,District of Columbia,Marketing Managers,155020
DC,District of Columbia,Sales Managers,124640
DC,District of Columbia,Public Relations and Fundraising Managers,153640
DC,District of Columbia,Administrative Services Managers,105270
DC,District of Columbia,Computer and Information Systems Managers,152500
DC,District of Columbia,Financial Managers,151390
DC,District of Columbia,Industrial Production Managers,125630
DC,District of Columbia,Purchasing Managers,131350
DC,District of Columbia,"Transportation, Storage, and Distribution Managers",123350
DC,District of Columbia,Compensation and Benefits Managers,126820
DC,District of Columbia,Human Resources Managers,145910
DC,District of Columbia,Training and Development Managers,133020
DC,District of Columbia,Construction Managers,104690
DC,District of Columbia,"Education Administrators, Preschool and Childcare Center/Program",68180
DC,District of Columbia,"Education Administrators, Elementary and Secondary School",94550
DC,District of Columbia,"Education Administrators, Postsecondary",103230
DC,District of Columbia,"Education Administrators, All Other",97740
DC,District of Columbia,Architectural and Engineering Managers,139330
DC,District of Columbia,Food Service Managers,64720
DC,District of Columbia,Lodging Managers,95060
DC,District of Columbia,Medical and Health Services Managers,137000
DC,District of Columbia,Natural Sciences Managers,129820
DC,District of Columbia,"Property, Real Estate, and Community Association Managers",77730
DC,District of Columbia,Social and Community Service Managers,97230
DC,District of Columbia,Emergency Management Directors,129110
DC,District of Columbia,"Managers, All Other",134230
DC,District of Columbia,Business and Financial Operations Occupations,93780
DC,District of Columbia,"Agents and Business Managers of Artists, Performers, and Athletes",110620
DC,District of Columbia,"Buyers and Purchasing Agents, Farm Products",70820
DC,District of Columbia,"Wholesale and Retail Buyers, Except Farm Products",58650
DC,District of Columbia,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",90460
DC,District of Columbia,"Claims Adjusters, Examiners, and Investigators",79300
DC,District of Columbia,Compliance Officers,86580
DC,District of Columbia,Cost Estimators,79290
DC,District of Columbia,Human Resources Specialists,89860
DC,District of Columbia,Labor Relations Specialists,84070
DC,District of Columbia,Logisticians,101440
DC,District of Columbia,Management Analysts,98500
DC,District of Columbia,"Meeting, Convention, and Event Planners",68150
DC,District of Columbia,Fundraisers,71410
DC,District of Columbia,"Compensation, Benefits, and Job Analysis Specialists",82270
DC,District of Columbia,Training and Development Specialists,77420
DC,District of Columbia,Market Research Analysts and Marketing Specialists,73300
DC,District of Columbia,"Business Operations Specialists, All Other",98930
DC,District of Columbia,Accountants and Auditors,93000
DC,District of Columbia,Appraisers and Assessors of Real Estate,91890
DC,District of Columbia,Budget Analysts,93090
DC,District of Columbia,Credit Analysts,108770
DC,District of Columbia,Financial Analysts,99890
DC,District of Columbia,Personal Financial Advisors,120850
DC,District of Columbia,Insurance Underwriters,84260
DC,District of Columbia,Financial Examiners,149640
DC,District of Columbia,Credit Counselors,56720
DC,District of Columbia,Loan Officers,92780
DC,District of Columbia,"Financial Specialists, All Other",97130
DC,District of Columbia,Computer and Mathematical Occupations,100620
DC,District of Columbia,Computer and Information Research Scientists,121880
DC,District of Columbia,Computer Systems Analysts,101670
DC,District of Columbia,Information Security Analysts,116100
DC,District of Columbia,Computer Programmers,93660
DC,District of Columbia,"Software Developers, Applications",100970
DC,District of Columbia,"Software Developers, Systems Software",106160
DC,District of Columbia,Web Developers,82670
DC,District of Columbia,Database Administrators,99370
DC,District of Columbia,Network and Computer Systems Administrators,92800
DC,District of Columbia,Computer Network Architects,103490
DC,District of Columbia,Computer User Support Specialists,64630
DC,District of Columbia,Computer Network Support Specialists,87160
DC,District of Columbia,"Computer Occupations, All Other",113210
DC,District of Columbia,Actuaries,120760
DC,District of Columbia,Mathematicians,119320
DC,District of Columbia,Operations Research Analysts,110500
DC,District of Columbia,Statisticians,107000
DC,District of Columbia,Architecture and Engineering Occupations,103670
DC,District of Columbia,"Architects, Except Landscape and Naval",81080
DC,District of Columbia,Landscape Architects,95570
DC,District of Columbia,Surveyors,88300
DC,District of Columbia,Aerospace Engineers,125350
DC,District of Columbia,Biomedical Engineers,73250
DC,District of Columbia,Chemical Engineers,109630
DC,District of Columbia,Civil Engineers,103020
DC,District of Columbia,Computer Hardware Engineers,110680
DC,District of Columbia,Electrical Engineers,109830
DC,District of Columbia,"Electronics Engineers, Except Computer",120300
DC,District of Columbia,Environmental Engineers,96270
DC,District of Columbia,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",97890
DC,District of Columbia,Industrial Engineers,90600
DC,District of Columbia,Marine Engineers and Naval Architects,124470
DC,District of Columbia,Materials Engineers,112770
DC,District of Columbia,Mechanical Engineers,99930
DC,District of Columbia,Nuclear Engineers,149720
DC,District of Columbia,"Engineers, All Other",126840
DC,District of Columbia,Architectural and Civil Drafters,53830
DC,District of Columbia,Civil Engineering Technicians,67500
DC,District of Columbia,Electrical and Electronics Engineering Technicians,78910
DC,District of Columbia,"Engineering Technicians, Except Drafters, All Other",86960
DC,District of Columbia,"Life, Physical, and Social Science Occupations",99620
DC,District of Columbia,Soil and Plant Scientists,83660
DC,District of Columbia,Biochemists and Biophysicists,61860
DC,District of Columbia,Microbiologists,113730
DC,District of Columbia,"Biological Scientists, All Other",106320
DC,District of Columbia,Epidemiologists,104950
DC,District of Columbia,"Medical Scientists, Except Epidemiologists",98040
DC,District of Columbia,Physicists,129670
DC,District of Columbia,Atmospheric and Space Scientists,93550
DC,District of Columbia,Chemists,117610
DC,District of Columbia,"Environmental Scientists and Specialists, Including Health",107800
DC,District of Columbia,"Geoscientists, Except Hydrologists and Geographers",125320
DC,District of Columbia,"Physical Scientists, All Other",124170
DC,District of Columbia,Economists,123290
DC,District of Columbia,Survey Researchers,79770
DC,District of Columbia,"Clinical, Counseling, and School Psychologists",90690
DC,District of Columbia,"Psychologists, All Other",91090
DC,District of Columbia,Sociologists,100350
DC,District of Columbia,Urban and Regional Planners,93500
DC,District of Columbia,Anthropologists and Archeologists,92570
DC,District of Columbia,Historians,99500
DC,District of Columbia,Political Scientists,110360
DC,District of Columbia,"Social Scientists and Related Workers, All Other",101220
DC,District of Columbia,Biological Technicians,46170
DC,District of Columbia,Chemical Technicians,*
DC,District of Columbia,Social Science Research Assistants,46220
DC,District of Columbia,"Environmental Science and Protection Technicians, Including Health",75080
DC,District of Columbia,"Life, Physical, and Social Science Technicians, All Other",65080
DC,District of Columbia,Community and Social Service Occupations,55590
DC,District of Columbia,Substance Abuse and Behavioral Disorder Counselors,50980
DC,District of Columbia,"Educational, Guidance, School, and Vocational Counselors",63160
DC,District of Columbia,Mental Health Counselors,43880
DC,District of Columbia,Rehabilitation Counselors,43040
DC,District of Columbia,"Counselors, All Other",44510
DC,District of Columbia,"Child, Family, and School Social Workers",60730
DC,District of Columbia,Healthcare Social Workers,67450
DC,District of Columbia,Mental Health and Substance Abuse Social Workers,51450
DC,District of Columbia,"Social Workers, All Other",70940
DC,District of Columbia,Health Educators,82040
DC,District of Columbia,Probation Officers and Correctional Treatment Specialists,63130
DC,District of Columbia,Social and Human Service Assistants,38460
DC,District of Columbia,Community Health Workers,65990
DC,District of Columbia,"Community and Social Service Specialists, All Other",47560
DC,District of Columbia,Clergy,58940
DC,District of Columbia,"Directors, Religious Activities and Education",52330
DC,District of Columbia,"Religious Workers, All Other",66460
DC,District of Columbia,Legal Occupations,155650
DC,District of Columbia,Lawyers,174480
DC,District of Columbia,"Arbitrators, Mediators, and Conciliators",93810
DC,District of Columbia,Paralegals and Legal Assistants,77230
DC,District of Columbia,Court Reporters,49150
DC,District of Columbia,"Title Examiners, Abstractors, and Searchers",71640
DC,District of Columbia,"Legal Support Workers, All Other",70940
DC,District of Columbia,"Education, Training, and Library Occupations",71250
DC,District of Columbia,"Business Teachers, Postsecondary",111200
DC,District of Columbia,"Computer Science Teachers, Postsecondary",93350
DC,District of Columbia,"Mathematical Science Teachers, Postsecondary",78890
DC,District of Columbia,"Biological Science Teachers, Postsecondary",88360
DC,District of Columbia,"Chemistry Teachers, Postsecondary",105770
DC,District of Columbia,"Physics Teachers, Postsecondary",97140
DC,District of Columbia,"Anthropology and Archeology Teachers, Postsecondary",84210
DC,District of Columbia,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",98120
DC,District of Columbia,"Economics Teachers, Postsecondary",108930
DC,District of Columbia,"Political Science Teachers, Postsecondary",97920
DC,District of Columbia,"Psychology Teachers, Postsecondary",81420
DC,District of Columbia,"Sociology Teachers, Postsecondary",86050
DC,District of Columbia,"Nursing Instructors and Teachers, Postsecondary",73470
DC,District of Columbia,"Education Teachers, Postsecondary",61840
DC,District of Columbia,"Library Science Teachers, Postsecondary",77100
DC,District of Columbia,"Criminal Justice and Law Enforcement Teachers, Postsecondary",76370
DC,District of Columbia,"Law Teachers, Postsecondary",120510
DC,District of Columbia,"Art, Drama, and Music Teachers, Postsecondary",81310
DC,District of Columbia,"Communications Teachers, Postsecondary",80580
DC,District of Columbia,"English Language and Literature Teachers, Postsecondary",76270
DC,District of Columbia,"Foreign Language and Literature Teachers, Postsecondary",65020
DC,District of Columbia,"History Teachers, Postsecondary",87140
DC,District of Columbia,"Philosophy and Religion Teachers, Postsecondary",79780
DC,District of Columbia,"Recreation and Fitness Studies Teachers, Postsecondary",60510
DC,District of Columbia,"Vocational Education Teachers, Postsecondary",63420
DC,District of Columbia,"Postsecondary Teachers, All Other",67210
DC,District of Columbia,"Preschool Teachers, Except Special Education",40280
DC,District of Columbia,"Kindergarten Teachers, Except Special Education",53080
DC,District of Columbia,"Elementary School Teachers, Except Special Education",68920
DC,District of Columbia,"Middle School Teachers, Except Special and Career/Technical Education",69010
DC,District of Columbia,"Career/Technical Education Teachers, Middle School",55010
DC,District of Columbia,"Secondary School Teachers, Except Special and Career/Technical Education",62340
DC,District of Columbia,"Special Education Teachers, Kindergarten and Elementary School",62840
DC,District of Columbia,"Special Education Teachers, Middle School",63520
DC,District of Columbia,"Special Education Teachers, Secondary School",70210
DC,District of Columbia,"Special Education Teachers, All Other",63560
DC,District of Columbia,Adult Basic and Secondary Education and Literacy Teachers and Instructors,52070
DC,District of Columbia,Self-Enrichment Education Teachers,56210
DC,District of Columbia,"Teachers and Instructors, All Other, Except Substitute Teachers",71110
DC,District of Columbia,Substitute Teachers,30390
DC,District of Columbia,Archivists,73740
DC,District of Columbia,Curators,89210
DC,District of Columbia,Museum Technicians and Conservators,67310
DC,District of Columbia,Librarians,82780
DC,District of Columbia,Library Technicians,48870
DC,District of Columbia,Audio-Visual and Multimedia Collections Specialists,61970
